"SEX","GEO","TIME","AGE","ISCED11","UNIT","Value","Flag and Footnotes"
"Males","Former Yugoslav Republic of Macedonia, the","2005","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2005","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2005","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2005","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2006","From 15 to 64 years","All ISCED 2011 levels ","Percentage","48.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2006","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","38.7",""
"Males","Former Yugoslav Republic of Macedonia, the","2006","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","50.2",""
"Males","Former Yugoslav Republic of Macedonia, the","2006","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","73.2",""
"Males","Former Yugoslav Republic of Macedonia, the","2006","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2007","From 15 to 64 years","All ISCED 2011 levels ","Percentage","48.8",""
"Males","Former Yugoslav Republic of Macedonia, the","2007","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","36.8",""
"Males","Former Yugoslav Republic of Macedonia, the","2007","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","51.7",""
"Males","Former Yugoslav Republic of Macedonia, the","2007","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","72.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2007","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2008","From 15 to 64 years","All ISCED 2011 levels ","Percentage","50.7",""
"Males","Former Yugoslav Republic of Macedonia, the","2008","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","38.2",""
"Males","Former Yugoslav Republic of Macedonia, the","2008","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","54.8",""
"Males","Former Yugoslav Republic of Macedonia, the","2008","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","73.5",""
"Males","Former Yugoslav Republic of Macedonia, the","2008","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2009","From 15 to 64 years","All ISCED 2011 levels ","Percentage","52.8",""
"Males","Former Yugoslav Republic of Macedonia, the","2009","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","41.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2009","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","55.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2009","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","75.0",""
"Males","Former Yugoslav Republic of Macedonia, the","2009","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2010","From 15 to 64 years","All ISCED 2011 levels ","Percentage","52.8",""
"Males","Former Yugoslav Republic of Macedonia, the","2010","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","39.6",""
"Males","Former Yugoslav Republic of Macedonia, the","2010","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","55.6",""
"Males","Former Yugoslav Republic of Macedonia, the","2010","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","74.0",""
"Males","Former Yugoslav Republic of Macedonia, the","2010","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2011","From 15 to 64 years","All ISCED 2011 levels ","Percentage","52.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2011","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","40.4",""
"Males","Former Yugoslav Republic of Macedonia, the","2011","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","54.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2011","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","71.5",""
"Males","Former Yugoslav Republic of Macedonia, the","2011","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2012","From 15 to 64 years","All ISCED 2011 levels ","Percentage","52.4",""
"Males","Former Yugoslav Republic of Macedonia, the","2012","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","37.8",""
"Males","Former Yugoslav Republic of Macedonia, the","2012","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","55.4",""
"Males","Former Yugoslav Republic of Macedonia, the","2012","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","72.1",""
"Males","Former Yugoslav Republic of Macedonia, the","2012","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2013","From 15 to 64 years","All ISCED 2011 levels ","Percentage","54.5",""
"Males","Former Yugoslav Republic of Macedonia, the","2013","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","41.9",""
"Males","Former Yugoslav Republic of Macedonia, the","2013","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","57.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2013","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","71.4",""
"Males","Former Yugoslav Republic of Macedonia, the","2013","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2014","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.1",""
"Males","Former Yugoslav Republic of Macedonia, the","2014","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","44.3","b"
"Males","Former Yugoslav Republic of Macedonia, the","2014","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","58.6","b"
"Males","Former Yugoslav Republic of Macedonia, the","2014","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","72.8","b"
"Males","Former Yugoslav Republic of Macedonia, the","2014","From 15 to 64 years","No response","Percentage",":",""
"Males","Former Yugoslav Republic of Macedonia, the","2015","From 15 to 64 years","All ISCED 2011 levels ","Percentage","56.6",""
"Males","Former Yugoslav Republic of Macedonia, the","2015","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","42.3",""
"Males","Former Yugoslav Republic of Macedonia, the","2015","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","59.7",""
"Males","Former Yugoslav Republic of Macedonia, the","2015","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","74.8",""
"Males","Former Yugoslav Republic of Macedonia, the","2015","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2004","From 15 to 64 years","All ISCED 2011 levels ","Percentage",":",""
"Males","Turkey","2004","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage",":",""
"Males","Turkey","2004","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage",":",""
"Males","Turkey","2004","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage",":",""
"Males","Turkey","2004","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2005","From 15 to 64 years","All ISCED 2011 levels ","Percentage",":",""
"Males","Turkey","2005","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage",":",""
"Males","Turkey","2005","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage",":",""
"Males","Turkey","2005","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage",":",""
"Males","Turkey","2005","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2006","From 15 to 64 years","All ISCED 2011 levels ","Percentage","66.9",""
"Males","Turkey","2006","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","65.5",""
"Males","Turkey","2006","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","65.7",""
"Males","Turkey","2006","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","78.9",""
"Males","Turkey","2006","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2007","From 15 to 64 years","All ISCED 2011 levels ","Percentage","66.8",""
"Males","Turkey","2007","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","65.4",""
"Males","Turkey","2007","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","65.3",""
"Males","Turkey","2007","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","79.2",""
"Males","Turkey","2007","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2008","From 15 to 64 years","All ISCED 2011 levels ","Percentage","66.6",""
"Males","Turkey","2008","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","64.7",""
"Males","Turkey","2008","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","65.9",""
"Males","Turkey","2008","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","78.9",""
"Males","Turkey","2008","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2009","From 15 to 64 years","All ISCED 2011 levels ","Percentage","64.5",""
"Males","Turkey","2009","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","61.9",""
"Males","Turkey","2009","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","65.2",""
"Males","Turkey","2009","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","78.0",""
"Males","Turkey","2009","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2010","From 15 to 64 years","All ISCED 2011 levels ","Percentage","66.7",""
"Males","Turkey","2010","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","64.2",""
"Males","Turkey","2010","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","66.6",""
"Males","Turkey","2010","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","80.0",""
"Males","Turkey","2010","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2011","From 15 to 64 years","All ISCED 2011 levels ","Percentage","69.2",""
"Males","Turkey","2011","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","66.7",""
"Males","Turkey","2011","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","69.5",""
"Males","Turkey","2011","From 15 to 64 years","Tertiary education (levels 5-8)","Percentage","81.3",""
"Males","Turkey","2011","From 15 to 64 years","No response","Percentage",":",""
"Males","Turkey","2012","From 15 to 64 years","All ISCED 2011 levels ","Percentage","69.2",""
"Males","Turkey","2012","From 15 to 64 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","66.3",""
"Males","Turkey","2012","From 15 to 64 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","69.4",""
