SEX,GEO,AGE,N_CHILD,AGECHILD,ISCED11,TIME,Value,FlagandFootnotes
Males,Romania,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,72.3,b
Males,Romania,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,77.7,
Males,Romania,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,73.5,
Males,Romania,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,70.5,b
Males,Romania,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,77.2,
Males,Romania,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,77.5,
Males,Romania,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,74.3,b
Males,Romania,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,77.3,
Males,Romania,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,77.1,
Males,Romania,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,73.4,b
Males,Romania,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,83,
Males,Slovenia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,73.4,
Males,Slovenia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,73.6,b
Males,Slovenia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,74.9,
Males,Slovenia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,90.3,
Males,Slovenia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,90.5,b
Males,Slovenia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,91.1,
Males,Slovenia,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,87.7,
Males,Slovenia,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,89.7,b
Males,Slovenia,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,90.7,
Males,Slovenia,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2013,82,
Males,Slovenia,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2014,82,b
Males,Slovenia,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2015,83.6,
Males,Slovenia,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2013,63.4,
Males,Slovenia,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2014,63.6,b
Males,Slovenia,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2015,65.4,
Males,Slovenia,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Males,Slovenia,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Males,Slovenia,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Males,Slovenia,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Males,Slovenia,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Males,Slovenia,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Males,Slovenia,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2013,:,
Males,Slovenia,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2014,:,
Males,Slovenia,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2015,:,
Males,Slovenia,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2013,82.7,
Males,Slovenia,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2014,82.3,b
Males,Slovenia,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2015,84.3,
Males,Slovenia,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2013,89.5,
Males,Slovenia,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2014,89,b
Males,Slovenia,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2015,89.7,
Males,Slovenia,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2013,83.5,
Males,Slovenia,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2014,83.9,b
Males,Slovenia,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2015,87.3,
Males,Slovenia,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2013,78.3,
Males,Slovenia,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2014,78.1,b
Males,Slovenia,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2015,80,
Males,Slovenia,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2013,90.1,
Males,Slovenia,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2014,91.3,b
Males,Slovenia,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,92.2,
Males,Slovenia,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,90.9,
Males,Slovenia,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,92.2,b
Males,Slovenia,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,93.9,
Males,Slovenia,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,91.3,
Males,Slovenia,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,93.6,b
Males,Slovenia,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,91.8,
Males,Slovenia,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,88.1,
Males,Slovenia,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,88.4,b
Males,Slovenia,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,90.4,
Males,Slovenia,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,88.3,
Males,Slovenia,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,89,b
Males,Slovenia,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,88.6,
Males,Slovenia,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,90.6,
Males,Slovenia,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,89.1,b
Males,Slovenia,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,86.2,
Males,Slovenia,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,83.8,
Males,Slovenia,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,88.6,b
Males,Slovenia,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,93.3,
Males,Slovenia,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,88,
Males,Slovenia,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,89.6,bu
Males,Slovenia,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,85.8,u
Males,Slovakia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,74.8,
Males,Slovakia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,75.9,b
Males,Slovakia,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,77.5,
Males,Slovakia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,82.2,
Males,Slovakia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,84.5,b
Males,Slovakia,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,86.1,
Males,Slovakia,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,84.2,
Males,Slovakia,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,86.3,b
Males,Slovakia,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,85.2,
Males,Slovakia,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2013,82,
Males,Slovakia,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2014,83.1,b
Males,Slovakia,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2015,85.3,
Males,Slovakia,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2013,68.6,
Males,Slovakia,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2014,69.1,b
Males,Slovakia,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2015,70.8,
Males,Slovakia,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Males,Slovakia,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Males,Slovakia,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Males,Slovakia,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Males,Slovakia,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Males,Slovakia,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Males,Slovakia,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2013,:,
Males,Slovakia,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2014,:,
Males,Slovakia,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2015,:,
Males,Slovakia,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2013,81.2,
Males,Slovakia,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2014,82.7,b
Males,Slovakia,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2015,84.4,
Males,Slovakia,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2013,84.6,
Males,Slovakia,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2014,86.9,b
Males,Slovakia,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2015,87.1,
Males,Slovakia,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2013,82.9,
Males,Slovakia,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2014,83.1,b
Males,Slovakia,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2015,83.2,
Males,Slovakia,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2013,79.1,
Males,Slovakia,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2014,80.7,b
Males,Slovakia,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2015,83.4,
Males,Slovakia,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2013,87.3,
Males,Slovakia,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2014,88.8,b
Males,Slovakia,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,89.5,
Males,Slovakia,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,87.5,
Males,Slovakia,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,88.7,b
Males,Slovakia,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,89.8,
Males,Slovakia,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,86.7,
Males,Slovakia,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,89.5,b
Males,Slovakia,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,89.2,
Males,Slovakia,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,87.6,
Males,Slovakia,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,88.4,b
Males,Slovakia,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,89.3,
Males,Slovakia,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,73.8,
Males,Slovakia,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,77.5,b
Males,Slovakia,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,77.6,
Males,Slovakia,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,67.6,
Males,Slovakia,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,72.5,b
Males,Slovakia,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,75.7,
Males,Slovakia,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,79.8,
Males,Slovakia,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,83.4,b
Males,Slovakia,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,76.9,
Males,Slovakia,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,83.7,
Males,Slovakia,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,83.6,b
Males,Slovakia,From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,86.1,
Males,Finland,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,75.9,
Males,Finland,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,75.6,b
Males,Finland,From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,75.1,
Males,Finland,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,89.8,
Males,Finland,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,89.8,b
Males,Finland,From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,89.3,
Males,Finland,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,90.9,
Males,Finland,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,89.7,b
Males,Finland,From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,88.6,
Males,Finland,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2013,87.4,
Males,Finland,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2014,85.2,b
Males,Finland,From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2015,84.6,
Males,Finland,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2013,68.5,
Males,Finland,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2014,68.6,b
Males,Finland,From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2015,68,
Males,Finland,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Males,Finland,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Males,Finland,From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Males,Finland,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Males,Finland,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Males,Finland,From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Males,Finland,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2013,:,
Males,Finland,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2014,:,
Males,Finland,From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2015,:,
Males,Finland,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2013,86.6,
Males,Finland,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2014,86.2,b
Males,Finland,From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2015,85.6,
Males,Finland,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2013,88.7,
Males,Finland,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2014,88,b
Males,Finland,From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2015,89.4,
Males,Finland,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2013,85.9,
Males,Finland,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2014,91.5,b
Males,Finland,From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2015,86.2,
Males,Finland,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2013,85.4,
Males,Finland,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2014,83.5,b
Males,Finland,From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2015,82.9,
Males,Finland,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2013,91.9,
Males,Finland,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2014,89.9,b
Males,Finland,From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,89.8,
Males,Finland,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,90.7,
Males,Finland,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,90.8,b
Males,Finland,From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,90.2,
Males,Finland,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,94.7,
Males,Finland,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,90.9,b
Males,Finland,From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,90.7,
Males,Finland,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,91.1,
Males,Finland,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,87.6,b
Males,Finland,From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,88.2,
Males,Finland,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,89.3,
Males,Finland,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,88.8,b
Males,Finland,From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,87.3,
Males,Finland,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,90,
Males,Finland,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,90.5,b
Males,Finland,From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,88.1,
Males,Finland,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,88.7,
Males,Finland,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,85.9,b
Males,Finland,From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,87.1,
